Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2025/26,proposition_Education_name1,7373.881381031872,38385906.49641507,26799405.336452212,280985.86737957783,6229225.634211682,391674.3102599904,NA,NA,10567160.94643327,NA
2026/27,proposition_Education_name1,2916.2162443762645,18099094.779846102,20493106.463245116,58796.84274213743,773098.2606993355,NA,NA,NA,20653626.432185795,NA
2027/28,proposition_Education_name1,242.4227270387113,1852720.0106107274,1610537.2315608463,10235.147307811305,528036.3994146243,NA,NA,NA,4246286.60135678,NA
2014/15,programme_Get Started_name2,8450.066902789102,162873618.28987968,142007535.28120327,657127.2852652286,11130398.456137588,81233.66388027408,10766907.702158103,14068765.142969804,72505552.27045573,NA
2015/16,programme_Get Started_name2,6241.41540529579,155127307.53608543,52943969.067853495,3734388.2926631304,6721654.70088501,390236.64286138455,13964335.204684786,15484915.268511647,111295631.46959788,NA
2016/17,programme_Get Started_name2,25446.750512338058,141888294.98166728,255734741.5363943,3963899.6919812458,4372866.2860346455,1232321.1012214758,60367221.50033008,11690626.066329982,316515634.08891195,NA
2017/18,programme_Get Started_name2,11570.954537367821,128949464.73720075,160582802.3826279,2358707.4456545403,3489331.9053543773,1857670.3879444108,38164882.15168397,4562940.623034922,302021731.9589678,NA
2018/19,programme_Get Started_name2,20187.895249501056,139539282.67279983,35018264.685436815,1990056.8207177322,12740337.44401074,1499177.8604921116,40989477.22014953,18134757.716700085,355799980.770652,NA
2019/20,programme_Get Started_name2,19670.556921292846,40364745.93793899,29057103.743519176,902243.0836144964,13069778.060413351,531174.8571511469,9755569.999712855,2785266.2986951475,222210029.66092217,NA
2020/21,programme_Get Started_name2,5516.268624681979,99097483.87001844,32303619.198251475,349963.0259870775,11613972.556881532,2291738.82166221,38054988.45581799,2507071.3631004556,262310169.05601484,NA
2021/22,programme_Get Started_name2,7360.392521368713,22060306.14800886,67584664.48200624,1015169.8750407576,10396486.29739225,1221693.7499151174,67823993.50619009,11120389.646227755,241755752.14769456,NA
2022/23,programme_Get Started_name2,15519.941444966198,21935437.3384614,35745522.03998896,1766157.3233971319,5397197.068437449,1100951.2928677294,31464704.77117194,18159227.758292727,44161516.26507345,NA
2023/24,programme_Get Started_name2,24557.438769324686,91685209.65829653,129675760.61550018,394646.4871707687,5353800.324983351,3180746.9097867133,30556911.646737244,15485219.066663787,289727839.3969849,NA
2024/25,programme_Get Started_name2,4878.016148128174,49303316.38758534,119794603.48679332,775267.3902771969,5277061.263014831,4106931.122668835,17686950.257807318,8304603.82754768,166877358.93922403,NA
2025/26,programme_Get Started_name2,5995.275818691775,51956339.92603774,57133324.308306046,436387.87253167486,5288339.918438673,1087406.6868786449,NA,NA,54224166.11761746,NA
2026/27,programme_Get Started_name2,2279.030263919011,22536196.263262197,7903469.858227043,130342.17214104143,1823576.1356335944,NA,NA,NA,13478355.473862672,NA
2027/28,programme_Get Started_name2,636.2398357439787,2762455.533570258,5688339.935965674,13961.776699688657,250044.4750377523,NA,NA,NA,2803337.617003588,NA
2014/15,programme_Development Awards_name2,25537.41396489702,150696436.01860598,275944242.87725765,3973670.6516883895,6766563.970213974,295473.98907570913,27135329.645643793,11135281.042101597,113066253.75079635,NA
2015/16,programme_Development Awards_name2,36348.2224711366,111217553.68491404,165059505.8838186,2774007.0532794786,2365150.773112339,378658.01104197314,47453727.849649325,13323219.239411967,394645796.9241486,NA
2016/17,programme_Development Awards_name2,18322.209761493283,59002038.60303809,102301488.87847224,2846114.408034356,4841778.88848794,694235.968732434,30938646.315345243,9449963.243611323,165159224.35251498,NA
2017/18,programme_Development Awards_name2,10156.837336711586,111130804.7996355,213286810.51311982,3699664.825316196,8915719.088533837,1020088.0000752277,27195797.995207824,11652020.429716954,55803006.71538892,NA
2018/19,programme_Development Awards_name2,32463.70042468887,93270489.71577999,66361774.60999224,2238158.1715891557,5182935.279164272,1977432.7336707255,70186634.97915663,5047191.257875766,209132574.58076635,NA
2019/20,programme_Development Awards_name2,13302.13203901425,109572882.69703138,60429807.48773472,1544600.4648287885,6952809.813060143,1898350.8608787628,19221836.60106652,9371452.099095682,236136285.06174183,NA
2020/21,programme_Development Awards_name2,12418.73269091882,25164320.915159848,68858658.31438884,1450715.5200505452,11417261.403587554,536760.5580567867,18936319.213569622,8544645.729001876,70768393.45804927,NA
2021/22,programme_Development Awards_name2,20150.940064819904,82324772.31830621,56638038.37926578,992399.0452409489,9687647.817424532,976029.0361560038,30001930.209058106,13047404.51734956,51202042.407778434,NA
2022/23,programme_Development Awards_name2,5988.6587715044625,41793792.54526677,148140663.78746006,2058598.8931263697,9475144.307532974,2269323.4408613006,36025553.43322485,12991421.013735168,48876877.2516432,NA
2023/24,programme_Development Awards_name2,11767.646262768658,36341314.86257259,89496075.25441892,1711931.9098905083,5038887.138676055,3722282.4924440878,54468496.85235912,2824777.4460708597,239483293.94587404,NA
2024/25,programme_Development Awards_name2,16075.136709775405,47999835.21408329,23397285.632411044,1160569.8986844246,11062661.170284985,2100095.85594777,19354671.25017809,17586644.0172635,121184467.753658,NA
2025/26,programme_Development Awards_name2,6262.44318004176,39050401.005059935,67567453.31671883,445079.4908567705,4650097.540393062,918876.7651951076,NA,NA,58633515.55765536,NA
2026/27,programme_Development Awards_name2,3008.182974406332,16720089.460633524,14953993.928296337,84955.98275332787,2362174.341615021,NA,NA,NA,36889137.42568202,NA
2027/28,programme_Development Awards_name2,258.8088439302519,892725.0374694947,4862992.966210581,31658.070212003586,824750.1304842778,NA,NA,NA,3799369.1191299823,NA
2014/15,programme_Get Hired_name2,17706.67674160209,133093215.27541581,160001779.48755795,986904.3296507334,2835598.1933462373,67726.75739635974,51151873.64306956,8523570.480778908,151415554.42576936,NA
2015/16,programme_Get Hired_name2,10563.109414691105,70091186.73744738,144222514.8825704,1326604.7034374166,6073740.706299605,490207.4286680438,52908964.613404445,2049479.5090380656,393211256.986059,NA
2016/17,programme_Get Hired_name2,24241.345626321247,44711654.509954624,253460494.00579998,1944759.3053787812,9686705.957474042,1994827.4663437018,40617798.52595027,6431418.757994879,181246853.7737178,NA
2017/18,programme_Get Hired_name2,20711.54761422053,57925542.373862356,44529551.36361346,2562776.991485265,4482227.654372738,365794.0622500711,48897379.08129309,13647602.090987286,138055986.24998415,NA
2018/19,programme_Get Hired_name2,28664.057743088902,41932247.37539982,124353885.05221105,2350461.1530009806,2365235.127093576,2217917.0966290752,51984066.7863982,10808243.799936136,327963043.93219465,NA
2019/20,programme_Get Hired_name2,27217.516442526132,89559358.46096502,188498169.60223207,2814517.9769623457,8627961.759186018,793173.9428092847,24474604.523176473,8013917.663517889,312183068.16278255,NA
2020/21,programme_Get Hired_name2,18616.485158070922,58697486.92180037,192978624.03268197,1937344.7138808323,5951562.435830907,340981.6067009509,15501493.067026688,11974423.16953504,60734121.99373737,NA
2021/22,programme_Get Hired_name2,11712.55811343454,29045272.489796173,85568058.21168236,354575.36889518145,6954133.583370436,2296432.8964506276,34607292.38442853,15102811.800292987,105353573.30113035,NA
2022/23,programme_Get Hired_name2,23160.084883368014,22504185.882893644,86610246.57809123,1706088.3133121806,7496856.553701479,2977440.6122672507,75166060.8048925,11420790.410428079,106838515.5753449,NA
2023/24,programme_Get Hired_name2,3674.588187175803,83896776.49512188,91951726.89531256,1779925.4864141955,3021945.0727123753,1777799.3370635686,54590129.91140444,3374700.504572468,76375798.58585282,NA
2024/25,programme_Get Hired_name2,23909.088476795147,95193478.55818555,114028984.8181404,887784.1012514391,3309717.4047215614,1283174.1072984033,46061119.872036174,10009106.370716093,58122945.61122629,NA
2025/26,programme_Get Hired_name2,10199.93460435234,16311059.654083438,9317538.497613253,580896.5065955976,3298599.43307443,536600.423547694,NA,NA,48073028.63320877,NA
2026/27,programme_Get Hired_name2,463.4554632302374,5952704.467527907,18549293.320185777,202542.55803305324,2910851.3715636637,NA,NA,NA,22147961.47052662,NA
2027/28,programme_Get Hired_name2,452.13980071786796,1247237.3290582206,2304502.5726287095,63746.25330031403,524957.8150272889,NA,NA,NA,3136785.7893609516,NA
2014/15,programme_Enterprise_name2,8549.119667591527,57427187.274485774,228864295.46263123,749521.8056293696,8157443.880633768,240263.72653109246,10097282.033222405,14044227.037323847,182428887.42087698,NA
2015/16,programme_Enterprise_name2,38562.46792489663,152232312.78792083,249530927.41749382,1030432.7017989986,10667177.633375073,570171.9882471937,54371731.803428814,7523850.983841257,346042358.8476995,NA
2016/17,programme_Enterprise_name2,9540.037312193774,136096380.0873908,74994409.67094298,2663384.727357298,10535848.893515991,1766077.710698747,7491201.450822853,3716475.940420344,367578065.64725095,NA
2017/18,programme_Enterprise_name2,27261.236849197187,69123994.15856278,148840970.15616453,595526.4961020539,2167279.524069237,1260670.7515553625,73642057.91140947,17557354.803419963,190981196.08266684,NA
2018/19,programme_Enterprise_name2,32606.40488607567,119848064.21372579,109554691.66674854,2070939.6900175754,13333651.48830393,990130.5606591882,50646849.47563351,10273509.117564904,315645424.3737742,NA
2019/20,programme_Enterprise_name2,6855.791892230884,95576129.74128321,224828481.84935105,3179361.370294707,7783184.90031928,742110.350817968,48398988.7400878,10165379.671460398,47805237.079450525,NA
2020/21,programme_Enterprise_name2,10297.949804840982,61588942.851144806,169166379.73818746,1385616.8792865938,8990677.867241967,579545.5587017194,48223528.09870356,2491809.644356105,136279924.52461144,NA
2021/22,programme_Enterprise_name2,6880.336694780737,56150763.70459831,103888966.34951241,2269065.619637165,8545655.409295266,1311176.5622300012,51224951.470821775,16884151.67568216,281870504.8714993,NA
2022/23,programme_Enterprise_name2,15629.517491775381,68317731.39816019,121919924.55277716,787400.6141215656,12773814.210783016,2426771.9664114835,57582047.6863941,13970209.260899566,71586253.77496997,NA
2023/24,programme_Enterprise_name2,14427.374844473788,84422555.06321932,202745400.3880722,376539.5432186108,6715878.564588135,4162694.3237171317,46486394.30347926,4054405.849234477,307327061.43707114,NA
2024/25,programme_Enterprise_name2,23830.881683363023,88693929.49729712,52438445.04223348,1006276.4341194261,10046637.62359153,2739119.237181902,63899220.100546986,9391372.223349713,113302991.43675767,NA
2025/26,programme_Enterprise_name2,1741.7055754870178,48470895.10738058,10646379.416365601,391561.251918152,4075440.3366868123,908817.370018342,NA,NA,13428467.175711198,NA
2026/27,programme_Enterprise_name2,2797.1707761593166,14242074.475746974,13564932.921063527,238224.76466157753,1909228.6657833753,NA,NA,NA,35082457.28383503,NA
2027/28,programme_Enterprise_name2,660.4615279085934,5871494.029933976,5053051.857366803,46005.5573845707,771765.6459408787,NA,NA,NA,4661577.651523477,NA
2014/15,programme_Health (NHS England)_name2,15289.726924989189,140746931.199223,180666210.58656707,3623856.355574997,10297463.296381716,490225.8933146473,57720821.597175345,13488701.114281222,245471576.3138695,NA
2015/16,programme_Health (NHS England)_name2,34597.84653090499,147800792.09646344,279476064.9790556,3191027.7974895905,13080658.495677266,395428.02882140584,49612241.41988398,15361887.539535217,70158434.70263132,NA
2016/17,programme_Health (NHS England)_name2,26061.728737532536,147498102.77539128,156525371.29801497,3385076.443886782,15497060.942435032,706770.281159757,20350061.10975319,8085671.7644216595,303270205.13508624,NA
2017/18,programme_Health (NHS England)_name2,26889.263048187644,35586912.68153437,63388792.13045937,898067.6528693939,7765592.435456732,2208570.0427031927,73289557.44660841,3635743.8442066964,147029755.57944277,NA
2018/19,programme_Health (NHS England)_name2,29460.918358363957,116873469.96731617,255523732.82125524,3686166.26916173,11174752.652095154,2043127.4290593,15650983.66878743,8498953.073898353,296217909.50665134,NA
2019/20,programme_Health (NHS England)_name2,15333.550770414622,17609884.158506032,77488446.8353932,3273931.846211613,11783063.754451642,2051478.9210030292,63074476.09430645,16380233.908182675,206934308.17449892,NA
2020/21,programme_Health (NHS England)_name2,11085.512922991813,32722998.56972617,182069650.0818746,985034.9834453248,3709801.8030019104,2693260.485450265,45525304.91486334,5056064.47622456,183562184.89240012,NA
2021/22,programme_Health (NHS England)_name2,14847.331956098044,27779976.113163162,104866898.7589071,499921.39229622675,10820602.612995148,1018076.5952475665,11115106.041951729,13455480.250351932,206972545.5437619,NA
2022/23,programme_Health (NHS England)_name2,23698.637822474913,80957868.24986295,139308052.74254388,823865.9123679848,8794478.182741247,1434569.05051017,43010450.80498421,10218129.519908903,206167855.0877777,NA
2023/24,programme_Health (NHS England)_name2,16888.498274579648,100867265.32037939,126959404.5332602,944053.6006389115,12767208.453860829,2497807.116611637,57580659.02127065,8569259.713834632,219289301.84712735,NA
2024/25,programme_Health (NHS England)_name2,18295.44493370056,82957001.83623695,75169791.77651381,1064620.8711821553,2189294.5819643023,3349941.7872563293,60483357.465960555,18540673.344865408,31629599.150221627,NA
2025/26,programme_Health (NHS England)_name2,1571.7242928631604,38574566.82309676,61062314.63442952,697673.4171125852,1007447.9993164837,213375.5393512845,NA,NA,64369107.45320778,NA
2026/27,programme_Health (NHS England)_name2,1385.334334863536,22006488.967574924,17471633.820044823,138157.54194604774,404636.3426509004,NA,NA,NA,5241410.390280088,NA
2027/28,programme_Health (NHS England)_name2,566.9954151984305,2113876.34635223,3493976.501525908,70833.42527263277,625754.4857570836,NA,NA,NA,1311307.4556717426,NA
2014/15,programme_Get Into_name2,29411.325608495437,57109541.51499354,152093335.12517464,3310838.090915,15796905.063201193,231189.18176744095,33644240.33372378,3242838.3558712625,212012857.0010074,NA
2015/16,programme_Get Into_name2,12671.513749716803,125815037.96527377,139554030.6650136,4053557.4020099267,14547982.432301074,253873.79323818383,55121501.23458739,10951267.549427554,187440107.24862775,NA
2016/17,programme_Get Into_name2,10951.851516067423,102549433.52914171,269157781.1152272,4369577.261237826,16065052.859249989,674052.3168774432,39463100.08114132,4141332.5515763382,282741957.8758349,NA
2017/18,programme_Get Into_name2,20913.349419558795,122490573.71459669,221191329.1729541,2299287.4704624596,15354022.388215471,617525.463429194,54041377.73281092,6958880.375377556,226260490.71571216,NA
